cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode
C46249,40,F,Single,Salaried,238000,0,Owned,23,Mumbai,Maharashtra,400001
C46250,26,F,Single,Salaried,2176000,1,Owned,4,Kolkata,West Bengal,700001
C46251,47,F,Married,Self-Employed,9402000,3,Mortgage,12,Mumbai,Maharashtra,400001
C46252,50,M,Married,Salaried,925000,3,Owned,25,Hyderabad,Telangana,500001
C46253,46,F,Married,Self-Employed,906000,3,Mortgage,6,Bangalore,Karnataka,560001
C46254,45,M,Single,Self-Employed,305000,0,Owned,18,Jaipur,Rajasthan,302001
C46255,30,M,Single,Self-Employed,826000,2,Mortgage,31,Hyderabad,Telangana,500001
C46256,25,M,Single,Self-Employed,3613000,0,Rented,9,Pune,Maharashtra,411001
C46257,48,F,Married,Self-Employed,765000,3,Mortgage,23,Kolkata,West Bengal,700001
C46258,40,M,Married,Salaried,397000,3,Owned,4,Ahmedabad,Gujarat,380001
C46259,41,M,Married,Salaried,520000,3,Owned,30,Lucknow,Uttar Pradesh,226001
C46260,42,M,Married,Salaried,1416000,2,Owned,2,Ahmedabad,Gujarat,380001
C46261,42,M,Single,Self-Employed,491000,0,Owned,29,Bangalore,Karnataka,560001
C46262,46,M,Married,Self-Employed,2854000,2,Owned,8,Jaipur,Rajasthan,302001
C46263,39,F,Married,Salaried,702000,3,Mortgage,19,Jaipur,Rajasthan,302001
C46264,20,F,Married,Self-Employed,3929000,5,Owned,13,Bangalore,Karnataka,560001
C46265,46,M,Single,Self-Employed,1884000,1,Owned,17,Ahmedabad,Gujarat,380001
C46266,45,M,Married,Self-Employed,8710000,2,Rented,5,Jaipur,Rajasthan,302001
C46267,27,M,Single,Self-Employed,300000,0,Rented,27,Pune,Maharashtra,411001
C46268,28,M,Single,Salaried,10867000,0,Rented,17,Chennai,Tamil Nadu,600001
C46269,48,M,Married,Self-Employed,598000,2,Owned,10,Mumbai,Maharashtra,400001
C46270,51,M,Married,Self-Employed,9750000,3,Mortgage,15,Mumbai,Maharashtra,400001
C46271,18,M,Single,Salaried,1847000,2,Owned,25,Lucknow,Uttar Pradesh,226001
C46272,44,F,Single,Salaried,11941000,0,Rented,4,Chennai,Tamil Nadu,600001
C46273,37,F,Married,Salaried,558000,4,Owned,12,Hyderabad,Telangana,500001
C46274,40,M,Married,Salaried,110000,2,Mortgage,17,Hyderabad,Telangana,500001
C46275,41,M,Single,Salaried,237000,1,Mortgage,22,Jaipur,Rajasthan,302001
C46276,32,M,Single,Salaried,3461000,0,Mortgage,26,Ahmedabad,Gujarat,380001
C46277,46,F,Married,Self-Employed,773000,2,Rented,15,Hyderabad,Telangana,500001
C46278,33,M,Married,Self-Employed,5847000,3,Rented,29,Hyderabad,Telangana,500001
C46279,47,M,Single,Salaried,3832000,0,Owned,24,Kolkata,West Bengal,700001
C46280,49,M,Single,Self-Employed,7277000,0,Owned,20,Mumbai,Maharashtra,400001
C46281,31,F,Single,Self-Employed,2809000,2,Rented,7,Bangalore,Karnataka,560001
C46282,31,M,Married,Salaried,901000,3,Mortgage,24,Chennai,Tamil Nadu,600001
C46283,41,F,Single,Salaried,1681000,0,Owned,14,Bangalore,Karnataka,560001
C46284,55,M,Single,Self-Employed,704000,1,Owned,30,Ahmedabad,Gujarat,380001
C46285,34,M,Single,Salaried,2800000,0,Mortgage,4,Pune,Maharashtra,411001
C46286,35,F,Single,Salaried,3251000,1,Owned,4,Chennai,Tamil Nadu,600001
C46287,43,F,Married,Self-Employed,531000,4,Rented,2,Delhi,Delhi,110001
C46288,46,M,Married,Self-Employed,431000,3,Mortgage,25,Pune,Maharashtra,411001
C46289,45,F,Single,Self-Employed,660000,0,Owned,13,Hyderabad,Telangana,500001
C46290,40,M,Married,Salaried,229000,3,Owned,1,Jaipur,Rajasthan,302001
C46291,36,F,Married,Salaried,492000,2,Owned,10,Mumbai,Maharashtra,400001
C46292,43,M,Married,Self-Employed,3821000,5,Owned,21,Bangalore,Karnataka,560001
C46293,18,M,Single,Self-Employed,2500000,0,Owned,3,Mumbai,Maharashtra,400001
C46294,58,M,Married,Self-Employed,3429000,4,Owned,26,Ahmedabad,Gujarat,380001
C46295,38,F,Married,Self-Employed,2670000,4,Mortgage,14,Lucknow,Uttar Pradesh,226001
C46296,41,F,Married,Salaried,264000,5,Mortgage,9,Jaipur,Rajasthan,302001
C46297,60,M,Married,Self-Employed,1393000,2,Owned,26,Pune,Maharashtra,411001
C46298,32,F,Married,Salaried,525000,2,Rented,11,Delhi,Delhi,110001
C46299,63,M,Married,Self-Employed,226000,4,Owned,21,Ahmedabad,Gujarat,380001
C46300,47,M,Single,Self-Employed,5520000,1,Mortgage,18,Lucknow,Uttar Pradesh,226001
C46301,44,F,Single,Salaried,1289000,0,Rented,31,Delhi,Delhi,110001
C46302,46,F,Single,Self-Employed,2229000,0,Mortgage,20,Bangalore,Karnataka,560001
C46303,31,M,Married,Salaried,1252000,2,Mortgage,27,Kolkata,West Bengal,700001
C46304,23,M,Single,Self-Employed,11467000,0,Owned,21,Delhi,Delhi,110001
C46305,28,M,Single,Self-Employed,454000,0,Owned,27,Lucknow,Uttar Pradesh,226001
C46306,50,M,Married,Self-Employed,1225000,2,Mortgage,4,Hyderabad,Telangana,500001
C46307,30,M,Single,Salaried,126000,1,Mortgage,30,Ahmedabad,Gujarat,380001
C46308,23,F,Single,Salaried,726000,0,Owned,4,Kolkata,West Bengal,700001
C46309,39,F,Married,Self-Employed,171000,2,Rented,20,Pune,Maharashtra,411001
C46310,45,M,Single,Salaried,764000,0,Owned,25,Delhi,Delhi,110001
C46311,40,F,Single,Self-Employed,3060000,2,Owned,2,Lucknow,Uttar Pradesh,226001
C46312,46,F,Single,Salaried,9342000,0,Mortgage,4,Delhi,Delhi,110001
C46313,51,M,Married,Self-Employed,2014000,3,Owned,28,Ahmedabad,Gujarat,380001
C46314,45,M,Married,Self-Employed,1490000,2,Owned,17,Hyderabad,Telangana,500001
C46315,38,F,Single,Self-Employed,136000,0,Owned,31,Ahmedabad,Gujarat,380001
C46316,34,M,Single,Self-Employed,5396000,0,Owned,5,Mumbai,Maharashtra,400001
C46317,47,M,Married,Self-Employed,431000,2,Rented,20,Jaipur,Rajasthan,302001
C46318,42,F,Married,Salaried,2683000,3,Rented,26,Kolkata,West Bengal,700001
C46319,31,F,Single,Salaried,10860000,0,Owned,1,Pune,Maharashtra,411001
C46320,53,F,Single,Self-Employed,3789000,0,Owned,29,Hyderabad,Telangana,500001
C46321,42,M,Married,Self-Employed,1288000,3,Owned,18,Hyderabad,Telangana,500001
C46322,46,M,Married,Salaried,1987000,3,Owned,19,Delhi,Delhi,110001
C46323,36,F,Married,Salaried,570000,3,Rented,27,Bangalore,Karnataka,560001
C46324,51,M,Single,Self-Employed,3649000,0,Rented,27,Lucknow,Uttar Pradesh,226001
C46325,24,M,Single,Salaried,2121000,0,Owned,5,Pune,Maharashtra,411001
C46326,56,M,Single,Self-Employed,2343000,2,Owned,9,Hyderabad,Telangana,500001
C46327,20,M,Married,Self-Employed,1319000,4,Owned,31,Hyderabad,Telangana,500001
C46328,26,F,Single,Self-Employed,279000,0,Owned,2,Kolkata,West Bengal,700001
C46329,42,F,Married,Self-Employed,3435000,3,Owned,28,Pune,Maharashtra,411001
C46330,34,F,Single,Salaried,582000,0,Mortgage,11,Kolkata,West Bengal,700001
C46331,36,M,Married,Salaried,8375000,4,Owned,28,Hyderabad,Telangana,500001
C46332,34,F,Single,Salaried,10101000,0,Owned,25,Chennai,Tamil Nadu,600001
C46333,32,F,Single,Salaried,310000,0,Owned,22,Mumbai,Maharashtra,400001
C46334,43,F,Married,Salaried,822000,4,Mortgage,8,Bangalore,Karnataka,560001
C46335,39,M,Married,Salaried,1283000,3,Mortgage,8,Jaipur,Rajasthan,302001
C46336,48,M,Married,Self-Employed,749000,4,Owned,19,Mumbai,Maharashtra,400001
C46337,40,F,Single,Self-Employed,3085000,1,Rented,30,Kolkata,West Bengal,700001
C46338,35,F,Single,Salaried,193000,0,Owned,27,Chennai,Tamil Nadu,600001
C46339,47,F,Married,Self-Employed,2531000,4,Owned,30,Delhi,Delhi,110001
C46340,21,M,Single,Salaried,476000,1,Rented,24,Ahmedabad,Gujarat,380001
C46341,18,F,Single,Self-Employed,3791000,0,Owned,11,Chennai,Tamil Nadu,600001
C46342,24,M,Single,Self-Employed,3880000,1,Rented,13,Delhi,Delhi,110001
C46343,36,M,Single,Self-Employed,3414000,1,Rented,16,Mumbai,Maharashtra,400001
C46344,43,F,Married,Self-Employed,3127000,3,Owned,4,Jaipur,Rajasthan,302001
C46345,18,M,Married,Salaried,1465000,3,Rented,1,Jaipur,Rajasthan,302001
C46346,39,M,Single,Self-Employed,3649000,1,Mortgage,27,Hyderabad,Telangana,500001
C46347,36,M,Married,Self-Employed,1871000,5,Mortgage,10,Hyderabad,Telangana,500001
C46348,41,M,Married,Self-Employed,1438000,3,Mortgage,19,Pune,Maharashtra,411001
C46349,20,M,Single,Self-Employed,3771000,0,Owned,29,Jaipur,Rajasthan,302001
C46350,66,M,Married,Self-Employed,4677000,3,Owned,17,Delhi,Delhi,110001
C46351,40,F,Married,Self-Employed,1415000,3,Owned,18,Pune,Maharashtra,411001
C46352,27,M,Married,Self-Employed,1780000,2,Owned,26,Lucknow,Uttar Pradesh,226001
C46353,41,F,Single,Salaried,232000,1,Owned,30,Bangalore,Karnataka,560001
C46354,54,F,Single,Self-Employed,3987000,1,Owned,31,Jaipur,Rajasthan,302001
C46355,27,M,Single,Salaried,1157000,0,Rented,1,Delhi,Delhi,110001
C46356,25,F,Married,Salaried,866000,5,Owned,15,Jaipur,Rajasthan,302001
C46357,38,M,Married,Self-Employed,3798000,4,Rented,22,Pune,Maharashtra,411001
C46358,39,M,Married,Salaried,9210000,2,Owned,6,Ahmedabad,Gujarat,380001
C46359,47,F,Married,Self-Employed,10197000,2,Owned,28,Kolkata,West Bengal,700001
C46360,54,F,Single,Self-Employed,840000,1,Owned,7,Lucknow,Uttar Pradesh,226001
C46361,47,M,Single,Self-Employed,399000,0,Owned,23,Delhi,Delhi,110001
C46362,26,M,Single,Salaried,6815000,2,Owned,20,Jaipur,Rajasthan,302001
C46363,29,M,Single,Salaried,2167000,1,Owned,7,Mumbai,Maharashtra,400001
C46364,32,M,Married,Salaried,794000,3,Owned,1,Mumbai,Maharashtra,400001
C46365,47,F,Married,Self-Employed,1601000,3,Owned,9,Delhi,Delhi,110001
C46366,46,M,Married,Self-Employed,2093000,4,Owned,23,Jaipur,Rajasthan,302001
C46367,52,M,Single,Self-Employed,3152000,1,Owned,17,Lucknow,Uttar Pradesh,226001
C46368,45,M,Married,Self-Employed,1085000,3,Mortgage,19,Delhi,Delhi,110001
C46369,33,F,Single,Salaried,773000,2,Owned,27,Mumbai,Maharashtra,400001
C46370,38,F,Married,Self-Employed,3072000,3,Mortgage,21,Lucknow,Uttar Pradesh,226001
C46371,25,M,Single,Self-Employed,388000,1,Owned,22,Chennai,Tamil Nadu,600001
C46372,46,M,Married,Salaried,1896000,3,Owned,6,Delhi,Delhi,110001
C46373,33,M,Married,Salaried,5295000,3,Mortgage,6,Jaipur,Rajasthan,302001
C46374,52,F,Single,Self-Employed,908000,1,Owned,30,Lucknow,Uttar Pradesh,226001
C46375,46,M,Married,Salaried,1093000,2,Mortgage,15,Delhi,Delhi,110001
C46376,59,M,Married,Self-Employed,3888000,3,Owned,28,Lucknow,Uttar Pradesh,226001
C46377,44,M,Single,Self-Employed,2279000,1,Mortgage,12,Bangalore,Karnataka,560001
C46378,44,M,Single,Self-Employed,9765000,0,Owned,27,Chennai,Tamil Nadu,600001
C46379,38,F,Single,Self-Employed,3524000,1,Owned,11,Kolkata,West Bengal,700001
C46380,36,M,Single,Self-Employed,3714000,0,Mortgage,8,Kolkata,West Bengal,700001
C46381,37,M,Single,Self-Employed,3281000,1,Mortgage,22,Delhi,Delhi,110001
C46382,49,M,Married,Self-Employed,1936000,5,Rented,6,Chennai,Tamil Nadu,600001
C46383,26,F,Single,Salaried,535000,1,Owned,29,Pune,Maharashtra,411001
C46384,40,F,Married,Self-Employed,1547000,5,Owned,1,Ahmedabad,Gujarat,380001
C46385,23,M,Married,Self-Employed,6457000,3,Owned,24,Jaipur,Rajasthan,302001
C46386,43,M,Married,Self-Employed,11743000,4,Owned,23,Kolkata,West Bengal,700001
C46387,35,F,Married,Self-Employed,168000,5,Owned,20,Kolkata,West Bengal,700001
C46388,45,F,Single,Salaried,122000,1,Rented,17,Kolkata,West Bengal,700001
C46389,32,F,Married,Salaried,481000,5,Mortgage,11,Bangalore,Karnataka,560001
C46390,37,M,Single,Self-Employed,2168000,2,Owned,20,Pune,Maharashtra,411001
C46391,46,F,Married,Salaried,2115000,3,Mortgage,3,Hyderabad,Telangana,500001
C46392,41,F,Married,Self-Employed,3367000,3,Owned,22,Kolkata,West Bengal,700001
C46393,55,F,Single,Self-Employed,716000,1,Owned,10,Ahmedabad,Gujarat,380001
C46394,35,M,Single,Salaried,1183000,1,Owned,19,Chennai,Tamil Nadu,600001
C46395,34,M,Single,Salaried,1482000,0,Owned,24,Hyderabad,Telangana,500001
C46396,52,M,Married,Salaried,3455000,5,Mortgage,12,Hyderabad,Telangana,500001
C46397,36,F,Married,Self-Employed,2266000,5,Owned,7,Kolkata,West Bengal,700001
C46398,35,F,Married,Salaried,1604000,3,Owned,31,Jaipur,Rajasthan,302001
C46399,43,F,Married,Self-Employed,2312000,2,Rented,22,Bangalore,Karnataka,560001
C46400,38,M,Single,Self-Employed,9435000,0,Owned,25,Lucknow,Uttar Pradesh,226001
C46401,36,M,Single,Salaried,671000,1,Owned,23,Mumbai,Maharashtra,400001
C46402,33,M,Single,Salaried,657000,1,Rented,20,Mumbai,Maharashtra,400001
C46403,53,F,Married,Self-Employed,385000,2,Owned,3,Mumbai,Maharashtra,400001
C46404,38,M,Single,Self-Employed,2964000,0,Mortgage,30,Mumbai,Maharashtra,400001
C46405,34,M,Single,Salaried,207000,2,Owned,16,Kolkata,West Bengal,700001
C46406,37,F,Married,Self-Employed,3885000,2,Mortgage,16,Bangalore,Karnataka,560001
C46407,43,M,Married,Salaried,727000,2,Mortgage,14,Mumbai,Maharashtra,400001
C46408,54,F,Single,Self-Employed,3358000,0,Owned,10,Mumbai,Maharashtra,400001
C46409,38,F,Married,Salaried,6617000,2,Mortgage,5,Kolkata,West Bengal,700001
C46410,31,F,Single,Self-Employed,2319000,1,Mortgage,1,Jaipur,Rajasthan,302001
C46411,59,M,Married,Self-Employed,1391000,2,Owned,14,Delhi,Delhi,110001
C46412,41,F,Married,Self-Employed,3607000,2,Owned,6,Kolkata,West Bengal,700001
C46413,38,F,Married,Salaried,803000,4,Owned,24,Chennai,Tamil Nadu,600001
C46414,40,F,Married,Self-Employed,2483000,4,Owned,30,Mumbai,Maharashtra,400001
C46415,27,M,Married,Salaried,346000,3,Owned,24,Ahmedabad,Gujarat,380001
C46416,39,F,Single,Salaried,157000,0,Owned,12,Bangalore,Karnataka,560001
C46417,47,M,Married,Self-Employed,379000,2,Owned,15,Chennai,Tamil Nadu,600001
C46418,52,M,Married,Self-Employed,1576000,3,Mortgage,9,Hyderabad,Telangana,500001
C46419,36,M,Married,Salaried,1708000,3,Owned,18,Ahmedabad,Gujarat,380001
C46420,41,M,Married,Self-Employed,911000,3,Mortgage,6,Bangalore,Karnataka,560001
C46421,52,M,Married,Self-Employed,9374000,2,Owned,25,Kolkata,West Bengal,700001
C46422,40,F,Married,Self-Employed,935000,2,Mortgage,27,Mumbai,Maharashtra,400001
C46423,47,M,Married,Self-Employed,738000,4,Mortgage,19,Hyderabad,Telangana,500001
C46424,44,F,Single,Self-Employed,180000,2,Owned,24,Jaipur,Rajasthan,302001
C46425,33,M,Married,Self-Employed,7011000,4,Mortgage,26,Bangalore,Karnataka,560001
C46426,30,M,Married,Self-Employed,768000,4,Rented,28,Mumbai,Maharashtra,400001
C46427,50,M,Single,Self-Employed,1838000,0,Owned,25,Chennai,Tamil Nadu,600001
C46428,18,M,Single,Self-Employed,9180000,0,Owned,17,Chennai,Tamil Nadu,600001
C46429,33,F,Single,Salaried,587000,0,Owned,4,Ahmedabad,Gujarat,380001
C46430,26,M,Single,Self-Employed,10589000,0,Rented,12,Ahmedabad,Gujarat,380001
C46431,50,M,Married,Self-Employed,2149000,4,Owned,29,Lucknow,Uttar Pradesh,226001
C46432,53,M,Married,Salaried,316000,2,Owned,25,Pune,Maharashtra,411001
C46433,32,M,Single,Self-Employed,2444000,1,Owned,24,Lucknow,Uttar Pradesh,226001
C46434,67,F,Married,Self-Employed,1541000,3,Mortgage,18,Hyderabad,Telangana,500001
C46435,53,F,Single,Self-Employed,2213000,0,Owned,25,Mumbai,Maharashtra,400001
C46436,41,M,Married,Self-Employed,2119000,3,Mortgage,13,Mumbai,Maharashtra,400001
C46437,54,F,Single,Self-Employed,2962000,0,Owned,11,Delhi,Delhi,110001
C46438,33,M,Single,Self-Employed,3156000,0,Owned,1,Hyderabad,Telangana,500001
C46439,37,M,Married,Self-Employed,2723000,2,Owned,20,Chennai,Tamil Nadu,600001
C46440,44,F,Married,Self-Employed,123000,2,Owned,2,Chennai,Tamil Nadu,600001
C46441,33,M,Single,Salaried,1319000,0,Rented,10,Hyderabad,Telangana,500001
C46442,27,M,Married,Salaried,9119000,2,Owned,16,Lucknow,Uttar Pradesh,226001
C46443,30,F,Single,Salaried,731000,1,Rented,25,Jaipur,Rajasthan,302001
C46444,38,F,Married,Self-Employed,1056000,2,Owned,28,Ahmedabad,Gujarat,380001
C46445,44,M,Married,Self-Employed,237000,3,Owned,13,Ahmedabad,Gujarat,380001
C46446,36,M,Married,Salaried,586000,4,Mortgage,8,Ahmedabad,Gujarat,380001
C46447,23,F,Single,Self-Employed,3835000,0,Owned,3,Chennai,Tamil Nadu,600001
C46448,44,M,Married,Salaried,436000,5,Owned,21,Pune,Maharashtra,411001
C46449,52,M,Married,Salaried,2013000,3,Owned,26,Delhi,Delhi,110001
C46450,33,M,Married,Salaried,939000,2,Owned,13,Delhi,Delhi,110001
C46451,56,F,Married,Self-Employed,1609000,3,Rented,5,Lucknow,Uttar Pradesh,226001
C46452,48,F,Married,Salaried,1226000,3,Mortgage,4,Pune,Maharashtra,411001
C46453,29,M,Single,Salaried,903000,1,Owned,2,Pune,Maharashtra,411001
C46454,33,M,Married,Self-Employed,9539000,2,Owned,25,Lucknow,Uttar Pradesh,226001
C46455,36,M,Married,Self-Employed,3662000,3,Mortgage,3,Jaipur,Rajasthan,302001
C46456,38,M,Married,Self-Employed,3391000,4,Owned,22,Ahmedabad,Gujarat,380001
C46457,18,M,Single,Self-Employed,5094000,1,Owned,31,Kolkata,West Bengal,700001
C46458,32,F,Single,Self-Employed,1042000,0,Rented,11,Ahmedabad,Gujarat,380001
C46459,34,F,Married,Self-Employed,361000,3,Mortgage,1,Chennai,Tamil Nadu,600001
C46460,58,M,Married,Self-Employed,661000,3,Owned,9,Bangalore,Karnataka,560001
C46461,42,F,Married,Self-Employed,2899000,3,Rented,15,Ahmedabad,Gujarat,380001
C46462,32,M,Married,Salaried,3145000,2,Mortgage,9,Mumbai,Maharashtra,400001
C46463,35,F,Single,Self-Employed,3019000,0,Rented,27,Jaipur,Rajasthan,302001
C46464,44,M,Married,Self-Employed,3087000,4,Owned,21,Hyderabad,Telangana,500001
C46465,36,M,Single,Salaried,627000,0,Owned,29,Delhi,Delhi,110001
C46466,34,F,Single,Salaried,1364000,0,Mortgage,20,Hyderabad,Telangana,500001
C46467,34,F,Single,Self-Employed,5827000,0,Owned,20,Hyderabad,Telangana,500001
C46468,44,F,Single,Self-Employed,2096000,0,Rented,8,Kolkata,West Bengal,700001
C46469,26,F,Married,Salaried,1678000,3,Owned,26,Ahmedabad,Gujarat,380001
C46470,29,F,Married,Self-Employed,2820000,2,Owned,18,Hyderabad,Telangana,500001
C46471,30,F,Single,Self-Employed,2245000,0,Mortgage,15,Pune,Maharashtra,411001
C46472,28,M,Married,Salaried,2317000,3,Rented,14,Ahmedabad,Gujarat,380001
C46473,31,M,Single,Salaried,970000,0,Owned,9,Chennai,Tamil Nadu,600001
C46474,48,M,Married,Self-Employed,933000,3,Owned,30,Jaipur,Rajasthan,302001
C46475,50,M,Single,Self-Employed,361000,1,Owned,9,Delhi,Delhi,110001
C46476,42,F,Single,Self-Employed,2885000,0,Owned,24,Pune,Maharashtra,411001
C46477,42,M,Married,Salaried,1761000,3,Mortgage,21,Delhi,Delhi,110001
C46478,33,M,Married,Self-Employed,10124000,2,Owned,1,Jaipur,Rajasthan,302001
C46479,19,M,Married,Salaried,595000,4,Owned,11,Bangalore,Karnataka,560001
C46480,41,F,Single,Salaried,698000,0,Owned,4,Pune,Maharashtra,411001
C46481,42,F,Single,Self-Employed,2192000,0,Owned,5,Mumbai,Maharashtra,400001
C46482,33,F,Single,Self-Employed,895000,0,Owned,17,Delhi,Delhi,110001
C46483,29,M,Married,Self-Employed,3892000,3,Rented,5,Chennai,Tamil Nadu,600001
C46484,27,M,Single,Self-Employed,2776000,1,Owned,26,Jaipur,Rajasthan,302001
C46485,41,M,Married,Salaried,1751000,2,Mortgage,8,Chennai,Tamil Nadu,600001
C46486,40,F,Married,Self-Employed,5524000,4,Owned,8,Jaipur,Rajasthan,302001
C46487,51,F,Single,Self-Employed,787000,0,Owned,16,Chennai,Tamil Nadu,600001
C46488,31,M,Single,Salaried,970000,0,Owned,15,Kolkata,West Bengal,700001
C46489,37,F,Married,Self-Employed,709000,2,Rented,15,Bangalore,Karnataka,560001
C46490,40,F,Married,Self-Employed,458000,3,Mortgage,23,Lucknow,Uttar Pradesh,226001
C46491,34,F,Married,Self-Employed,5415000,3,Mortgage,23,Jaipur,Rajasthan,302001
C46492,48,F,Married,Self-Employed,2436000,4,Mortgage,11,Kolkata,West Bengal,700001
C46493,52,F,Married,Self-Employed,1960000,2,Mortgage,26,Ahmedabad,Gujarat,380001
C46494,28,M,Married,Self-Employed,193000,5,Owned,11,Bangalore,Karnataka,560001
C46495,35,F,Married,Self-Employed,403000,4,Owned,27,Bangalore,Karnataka,560001
C46496,53,M,Married,Self-Employed,2815000,2,Owned,4,Delhi,Delhi,110001
C46497,43,F,Married,Self-Employed,2324000,4,Rented,28,Delhi,Delhi,110001
C46498,41,M,Single,Self-Employed,294000,0,Owned,13,Ahmedabad,Gujarat,380001
C46499,43,F,Married,Self-Employed,115000,3,Rented,7,Pune,Maharashtra,411001
C46500,46,F,Married,Salaried,5124000,4,Owned,25,Delhi,Delhi,110001
C46501,43,F,Single,Salaried,516000,1,Owned,24,Delhi,Delhi,110001
C46502,42,F,Single,Self-Employed,266000,0,Mortgage,20,Lucknow,Uttar Pradesh,226001
C46503,40,F,Married,Self-Employed,3734000,5,Owned,12,Bangalore,Karnataka,560001
C46504,53,M,Single,Self-Employed,3620000,1,Owned,27,Chennai,Tamil Nadu,600001
C46505,37,M,Married,Self-Employed,3586000,2,Owned,18,Kolkata,West Bengal,700001
C46506,40,F,Single,Self-Employed,1011000,0,Mortgage,25,Bangalore,Karnataka,560001
C46507,55,M,Single,Self-Employed,1889000,2,Owned,23,Delhi,Delhi,110001
C46508,43,M,Single,Self-Employed,3781000,0,Owned,27,Lucknow,Uttar Pradesh,226001
C46509,39,M,Single,Salaried,1370000,0,Owned,24,Ahmedabad,Gujarat,380001
C46510,46,M,Married,Self-Employed,2773000,3,Mortgage,16,Ahmedabad,Gujarat,380001
C46511,42,F,Married,Self-Employed,3392000,2,Owned,22,Mumbai,Maharashtra,400001
C46512,32,M,Married,Self-Employed,6743000,4,Owned,22,Mumbai,Maharashtra,400001
C46513,42,F,Single,Salaried,545000,0,Rented,8,Mumbai,Maharashtra,400001
C46514,31,M,Single,Self-Employed,100000,1,Owned,7,Chennai,Tamil Nadu,600001
C46515,58,M,Single,Self-Employed,2111000,0,Owned,1,Ahmedabad,Gujarat,380001
C46516,42,F,Married,Self-Employed,2725000,3,Owned,24,Pune,Maharashtra,411001
C46517,30,M,Single,Self-Employed,1792000,0,Mortgage,13,Ahmedabad,Gujarat,380001
C46518,36,F,Married,Self-Employed,835000,3,Mortgage,4,Lucknow,Uttar Pradesh,226001
C46519,47,F,Married,Self-Employed,3135000,3,Owned,23,Lucknow,Uttar Pradesh,226001
C46520,29,F,Single,Self-Employed,2927000,0,Owned,12,Jaipur,Rajasthan,302001
C46521,67,F,Married,Self-Employed,382000,3,Owned,23,Lucknow,Uttar Pradesh,226001
C46522,25,M,Married,Self-Employed,1371000,3,Rented,4,Lucknow,Uttar Pradesh,226001
C46523,49,M,Married,Self-Employed,838000,2,Owned,23,Lucknow,Uttar Pradesh,226001
C46524,35,F,Married,Self-Employed,7864000,4,Rented,3,Delhi,Delhi,110001
C46525,31,F,Single,Salaried,388000,0,Owned,18,Mumbai,Maharashtra,400001
C46526,45,M,Married,Self-Employed,3746000,3,Mortgage,11,Mumbai,Maharashtra,400001
C46527,35,M,Single,Self-Employed,1538000,0,Owned,29,Delhi,Delhi,110001
C46528,55,F,Married,Self-Employed,1997000,4,Owned,3,Ahmedabad,Gujarat,380001
C46529,25,M,Married,Salaried,2023000,3,Rented,27,Hyderabad,Telangana,500001
C46530,45,M,Married,Self-Employed,734000,3,Owned,6,Hyderabad,Telangana,500001
C46531,37,M,Single,Salaried,2520000,1,Mortgage,18,Bangalore,Karnataka,560001
C46532,42,M,Single,Salaried,2709000,1,Owned,31,Pune,Maharashtra,411001
C46533,45,F,Married,Self-Employed,468000,4,Mortgage,5,Pune,Maharashtra,411001
C46534,22,M,Married,Self-Employed,3622000,3,Owned,5,Chennai,Tamil Nadu,600001
C46535,42,F,Married,Salaried,220000,5,Owned,13,Jaipur,Rajasthan,302001
C46536,50,M,Married,Self-Employed,2642000,3,Owned,5,Ahmedabad,Gujarat,380001
C46537,44,F,Married,Self-Employed,11792000,2,Mortgage,6,Jaipur,Rajasthan,302001
C46538,36,F,Married,Self-Employed,2351000,3,Rented,14,Mumbai,Maharashtra,400001
C46539,25,F,Single,Salaried,2119000,1,Owned,12,Mumbai,Maharashtra,400001
C46540,45,F,Married,Salaried,10662000,3,Mortgage,3,Delhi,Delhi,110001
C46541,58,F,Married,Self-Employed,268000,4,Mortgage,19,Lucknow,Uttar Pradesh,226001
C46542,46,M,Married,Self-Employed,1723000,4,Mortgage,22,Bangalore,Karnataka,560001
C46543,51,M,Married,Self-Employed,1850000,4,Owned,13,Pune,Maharashtra,411001
C46544,49,F,Single,Self-Employed,7288000,0,Mortgage,16,Bangalore,Karnataka,560001
C46545,36,M,Married,Salaried,3704000,2,Rented,7,Hyderabad,Telangana,500001
C46546,40,F,Single,Salaried,885000,0,Rented,23,Bangalore,Karnataka,560001
C46547,48,M,Married,Self-Employed,3085000,4,Mortgage,30,Mumbai,Maharashtra,400001
C46548,24,M,Single,Salaried,3587000,2,Rented,21,Kolkata,West Bengal,700001
C46549,46,F,Married,Self-Employed,671000,3,Mortgage,16,Pune,Maharashtra,411001
C46550,52,F,Married,Self-Employed,2620000,5,Owned,15,Mumbai,Maharashtra,400001
C46551,39,F,Married,Self-Employed,319000,4,Mortgage,25,Jaipur,Rajasthan,302001
C46552,48,M,Married,Self-Employed,2296000,2,Mortgage,5,Mumbai,Maharashtra,400001
C46553,34,M,Single,Self-Employed,6362000,0,Mortgage,3,Lucknow,Uttar Pradesh,226001
C46554,40,M,Single,Salaried,3137000,0,Rented,1,Chennai,Tamil Nadu,600001
C46555,37,M,Single,Self-Employed,1407000,1,Rented,15,Kolkata,West Bengal,700001
C46556,44,F,Married,Self-Employed,5072000,2,Owned,1,Ahmedabad,Gujarat,380001
