cust_id,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C47599,2,0,57,1,4,2,1
C47600,3,2,35,9,39,8,1
C47601,2,0,77,13,67,3,25
C47602,4,2,179,1,1,6,26
C47603,4,2,165,10,50,9,28
C47604,3,1,129,12,63,6,51
C47605,1,2,8,0,0,3,32
C47606,2,2,61,9,71,2,36
C47607,1,2,32,7,36,2,52
C47608,1,1,53,3,23,4,41
C47609,1,2,32,8,44,4,37
C47610,1,1,47,6,37,1,92
C47611,1,1,2,1,8,1,92
C47612,1,1,49,20,103,1,1
C47613,3,1,86,9,37,6,49
C47614,3,2,70,0,0,3,15
C47615,2,0,23,0,0,6,54
C47616,2,2,63,0,0,3,80
C47617,2,2,55,8,38,7,57
C47618,3,1,65,4,21,3,2
C47619,4,0,89,0,0,7,35
C47620,1,0,2,0,0,6,94
C47621,1,1,43,20,106,4,82
C47622,3,1,96,0,0,8,71
C47623,3,2,72,7,30,3,44
C47624,3,0,140,5,19,8,15
C47625,4,0,110,9,39,6,18
C47626,4,0,133,0,0,9,28
C47627,3,2,31,0,0,5,28
C47628,4,1,174,3,16,8,7
C47629,1,0,21,11,66,1,54
C47630,1,2,48,6,26,6,28
C47631,1,0,4,3,14,6,13
C47632,1,0,25,19,94,4,20
C47633,2,0,55,0,0,5,59
C47634,4,2,109,24,131,7,86
C47635,4,2,154,19,107,7,48
C47636,4,0,126,7,45,7,44
C47637,3,0,91,5,38,7,98
C47638,1,0,41,1,7,3,42
C47639,3,1,124,4,29,5,9
C47640,2,1,66,10,49,7,95
C47641,4,2,142,0,0,6,6
C47642,1,1,19,7,35,3,63
C47643,2,0,98,0,0,3,79
C47644,3,1,148,9,52,8,4
C47645,2,2,63,11,59,5,38
C47646,2,2,18,0,0,2,53
C47647,3,1,122,2,10,7,57
C47648,3,2,117,12,63,8,56
C47649,3,1,76,0,0,5,94
C47650,3,1,98,8,33,8,5
C47651,4,1,117,10,47,6,82
C47652,3,0,93,0,0,7,10
C47653,1,2,54,8,58,2,5
C47654,3,2,173,0,0,5,0
C47655,2,1,40,11,64,2,44
C47656,1,2,32,0,0,5,59
C47657,3,1,119,11,46,7,4
C47658,1,1,7,0,0,1,5
C47659,3,0,103,0,0,5,40
C47660,4,1,132,7,36,8,15
C47661,1,0,7,4,17,2,73
C47662,3,1,144,16,102,5,15
C47663,3,2,96,0,0,5,12
C47664,2,1,53,4,21,3,70
C47665,4,2,123,2,19,9,38
C47666,2,1,52,7,36,5,47
C47667,4,2,179,19,103,8,53
C47668,1,1,49,9,51,5,73
C47669,2,2,64,0,0,6,28
C47670,3,2,79,12,69,4,78
C47671,3,0,70,0,0,8,69
C47672,2,1,79,0,0,7,42
C47673,1,0,59,1,1,6,6
C47674,3,0,134,1,7,8,61
C47675,1,1,37,0,0,1,43
C47676,4,1,138,0,0,9,32
C47677,2,1,47,0,0,2,92
C47678,2,1,44,0,0,4,36
C47679,4,2,109,0,0,6,91
C47680,3,0,53,1,5,7,91
C47681,4,1,44,8,48,8,16
C47682,4,0,94,4,20,6,14
C47683,4,2,24,5,15,4,28
C47684,3,1,87,10,54,6,19
C47685,2,1,27,21,123,4,15
C47686,3,1,140,0,0,7,39
C47687,4,0,151,0,0,8,15
C47688,4,1,99,0,0,5,93
C47689,1,1,33,5,28,6,37
C47690,2,1,66,1,8,7,14
C47691,1,1,46,1,9,5,44
C47692,3,2,76,8,42,5,78
C47693,2,1,95,24,138,7,72
C47694,4,0,201,4,21,5,55
C47695,2,0,53,0,0,5,30
C47696,4,1,106,2,11,7,8
C47697,1,0,54,0,0,5,72
C47698,2,1,44,3,19,2,57
C47699,4,1,130,0,0,7,2
C47700,2,0,80,0,0,4,69
C47701,1,2,58,0,0,3,57
C47702,2,0,40,0,0,5,3
C47703,2,2,72,6,50,3,69
C47704,2,1,23,0,0,5,69
C47705,4,2,138,0,0,5,64
C47706,3,2,109,0,0,5,28
C47707,2,2,49,11,67,7,24
C47708,4,2,156,0,0,4,48
C47709,2,2,67,1,5,6,12
C47710,1,0,59,9,51,1,75
C47711,3,0,128,0,0,5,22
C47712,4,1,164,10,43,8,13
C47713,3,2,98,7,39,3,48
C47714,4,1,141,1,2,9,44
C47715,1,0,5,0,0,4,22
C47716,3,1,137,9,52,3,6
C47717,1,2,51,0,0,5,83
C47718,3,1,70,0,0,3,62
C47719,4,1,95,11,55,7,7
C47720,3,1,124,7,37,8,3
C47721,2,0,39,14,62,4,7
C47722,3,1,88,12,64,4,10
C47723,2,1,49,23,120,3,42
C47724,2,1,38,2,11,3,39
C47725,3,0,115,5,33,3,57
C47726,1,1,11,2,10,5,7
C47727,4,2,102,11,64,8,62
C47728,2,0,60,0,0,2,38
C47729,1,0,11,8,30,2,9
C47730,4,2,96,24,125,5,68
C47731,4,1,112,0,0,5,56
C47732,4,0,164,0,0,9,29
C47733,1,2,37,4,27,5,27
C47734,4,2,117,4,30,9,6
C47735,1,2,38,0,0,5,20
C47736,1,0,42,1,10,2,26
C47737,4,2,108,5,32,8,18
C47738,4,2,147,5,17,7,47
C47739,3,2,91,0,0,7,0
C47740,4,1,77,1,2,7,23
C47741,4,2,95,0,0,9,44
C47742,4,0,139,4,18,5,16
C47743,2,2,62,6,46,7,66
C47744,4,0,67,11,60,4,13
C47745,4,1,152,0,0,7,99
C47746,1,2,12,0,0,6,79
C47747,2,2,76,8,46,5,87
C47748,2,2,58,0,0,7,97
C47749,2,1,36,0,0,3,44
C47750,4,2,130,6,33,7,62
C47751,2,1,83,4,12,7,25
C47752,1,0,39,4,22,5,2
C47753,2,1,79,7,31,3,42
C47754,2,2,57,0,0,6,80
C47755,2,0,47,17,95,4,24
C47756,2,1,19,0,0,5,76
C47757,4,1,99,0,0,4,12
C47758,4,1,131,3,16,7,26
C47759,2,1,39,5,27,2,72
C47760,2,0,68,14,73,2,28
C47761,3,0,97,11,51,3,40
C47762,4,0,141,2,18,5,6
C47763,3,2,41,7,35,6,94
C47764,1,0,42,8,42,1,62
C47765,4,0,52,15,67,4,36
C47766,4,1,57,5,27,6,27
C47767,4,1,168,18,111,8,69
C47768,4,2,92,21,114,7,63
C47769,2,0,25,4,21,4,35
C47770,2,0,72,9,41,2,76
C47771,2,2,35,5,36,3,11
C47772,4,2,114,10,53,7,19
C47773,2,0,92,12,58,6,23
C47774,1,1,42,0,0,3,15
C47775,4,1,128,9,45,4,51
C47776,2,2,55,10,61,6,75
C47777,1,0,24,7,38,3,84
C47778,2,1,34,6,24,3,93
C47779,4,1,153,8,47,5,30
C47780,2,1,49,16,85,2,19
C47781,1,2,46,5,25,3,22
C47782,4,2,170,2,18,8,26
C47783,3,1,75,9,40,3,68
C47784,2,0,87,3,15,2,30
C47785,3,1,64,3,17,5,29
C47786,4,0,85,0,0,4,21
C47787,1,0,13,7,28,6,24
C47788,2,2,57,13,75,3,72
C47789,4,0,66,9,55,6,19
C47790,4,0,101,5,37,4,17
C47791,2,2,51,0,0,4,9
C47792,1,1,46,10,52,1,58
C47793,4,1,84,0,0,6,88
C47794,2,2,26,0,0,6,90
C47795,3,2,119,14,90,3,65
C47796,2,0,78,0,0,5,96
C47797,3,0,73,12,52,4,32
C47798,2,2,87,0,0,5,55
C47799,3,0,133,0,0,7,22
C47800,4,0,86,1,2,5,32
C47801,1,2,46,0,0,3,86
C47802,4,2,165,0,0,7,53
C47803,1,2,18,4,19,3,49
C47804,1,0,50,0,0,4,20
C47805,2,0,85,0,0,7,99
C47806,4,2,126,11,63,8,0
C47807,2,2,63,0,0,3,75
C47808,4,0,139,0,0,8,99
C47809,4,0,114,9,46,4,57
C47810,2,0,43,2,3,2,24
C47811,3,1,86,7,27,8,83
C47812,3,2,53,0,0,8,23
C47813,3,0,126,6,33,4,60
C47814,4,2,176,11,46,8,35
C47815,1,0,57,1,6,4,18
C47816,2,2,32,0,0,4,16
C47817,1,0,24,0,0,2,35
C47818,1,0,14,11,71,3,12
C47819,2,1,58,9,64,3,64
C47820,1,1,60,0,0,3,40
C47821,2,2,40,4,16,4,90
C47822,1,2,59,10,70,4,91
C47823,1,2,45,0,0,4,77
C47824,1,0,24,1,7,5,85
C47825,4,2,79,0,0,5,2
C47826,1,0,58,5,19,1,11
C47827,2,0,50,11,64,2,67
C47828,1,2,42,0,0,6,97
C47829,3,0,117,8,50,3,14
C47830,3,0,75,2,6,6,70
C47831,3,0,79,5,30,7,86
C47832,3,1,89,9,53,3,20
C47833,3,1,123,12,84,4,41
C47834,1,2,35,5,37,4,16
C47835,3,1,144,10,58,8,30
C47836,1,1,39,0,0,4,20
C47837,1,0,28,0,0,6,26
C47838,1,0,17,1,1,1,31
C47839,2,2,110,0,0,5,39
C47840,3,1,55,0,0,7,0
C47841,4,2,165,0,0,8,3
C47842,2,0,62,6,42,7,19
C47843,3,1,90,0,0,6,42
C47844,1,0,6,2,9,2,1
C47845,2,2,30,1,3,2,88
C47846,4,2,118,2,11,8,41
C47847,4,2,95,12,67,8,13
C47848,4,1,121,0,0,9,71
C47849,1,0,10,0,0,2,32
C47850,2,2,46,4,14,3,21
C47851,3,1,83,2,12,4,9
C47852,4,2,115,0,0,6,47
C47853,2,2,86,0,0,6,28
C47854,2,1,86,0,0,6,90
C47855,1,1,34,11,73,6,49
C47856,2,2,53,0,0,3,36
C47857,1,1,60,7,42,3,58
C47858,4,0,132,11,67,9,19
C47859,3,1,65,0,0,4,30
C47860,2,0,40,0,0,4,19
C47861,4,0,74,7,31,5,4
C47862,2,0,16,0,0,5,58
C47863,4,0,178,11,60,9,19
C47864,1,2,10,0,0,4,30
C47865,2,2,60,0,0,3,34
C47866,2,1,84,18,105,6,15
C47867,2,2,34,0,0,4,64
C47868,1,0,28,0,0,6,79
C47869,3,1,103,0,0,7,59
C47870,1,0,24,0,0,4,40
C47871,1,2,17,0,0,5,13
C47872,1,2,58,12,62,4,28
C47873,4,0,127,0,0,5,37
C47874,2,2,100,12,63,7,66
C47875,3,0,87,0,0,8,8
C47876,3,2,127,0,0,3,37
C47877,2,2,30,11,57,2,11
C47878,2,1,97,1,6,3,19
C47879,4,2,137,0,0,5,15
C47880,3,2,133,8,27,7,6
C47881,3,2,81,1,8,5,54
C47882,4,2,137,0,0,7,76
C47883,1,1,60,8,35,2,20
C47884,3,1,79,7,47,5,28
C47885,2,2,20,0,0,4,95
C47886,4,0,172,0,0,7,53
C47887,2,2,111,0,0,2,87
C47888,1,0,21,5,36,5,92
C47889,2,2,28,5,28,6,71
C47890,3,1,46,5,35,3,67
C47891,2,2,105,12,53,7,83
C47892,4,2,156,0,0,8,49
C47893,1,0,23,0,0,1,86
C47894,1,0,18,7,52,3,78
C47895,4,0,173,22,138,8,90
C47896,3,1,45,0,0,3,14
C47897,3,1,38,0,0,5,16
C47898,1,2,24,0,0,2,25
C47899,4,0,131,6,30,9,28
C47900,2,2,42,18,96,7,71
C47901,2,1,89,0,0,7,83
C47902,4,1,83,9,39,7,0
C47903,4,2,134,18,85,8,46
C47904,3,1,43,0,0,4,2
C47905,1,2,21,21,117,2,60
C47906,1,2,23,1,10,2,41
C47907,1,0,20,17,84,5,46
C47908,4,0,71,0,0,6,14
C47909,2,0,79,0,0,7,97
C47910,3,2,125,0,0,5,67
C47911,1,0,10,9,45,3,57
C47912,4,1,147,1,7,6,28
C47913,4,1,162,0,0,7,24
C47914,1,0,38,22,128,2,98
C47915,1,0,27,15,84,5,96
C47916,3,1,105,0,0,3,98
C47917,4,1,119,0,0,6,49
C47918,4,1,84,7,36,9,40
C47919,4,1,129,0,0,8,71
C47920,3,0,96,0,0,8,36
C47921,3,0,114,12,72,8,16
C47922,3,0,135,4,13,8,58
C47923,4,1,135,2,10,7,17
C47924,4,0,106,0,0,8,20
C47925,4,2,157,8,32,8,34
C47926,3,1,80,7,32,6,18
C47927,4,2,105,0,0,9,34
C47928,3,1,70,24,125,7,7
C47929,2,0,52,0,0,5,13
C47930,4,0,174,13,92,6,71
C47931,3,2,72,0,0,6,97
C47932,2,1,66,11,56,6,81
C47933,4,1,141,0,0,7,4
C47934,2,2,63,17,112,4,29
C47935,2,1,116,7,35,4,31
C47936,4,2,78,0,0,8,49
C47937,2,2,63,0,0,6,79
C47938,1,1,38,9,37,6,4
C47939,3,1,102,4,28,8,26
C47940,2,2,20,1,8,2,47
C47941,4,0,119,0,0,8,32
C47942,2,1,65,0,0,7,24
C47943,1,2,55,0,0,3,29
C47944,3,1,98,2,18,6,69
C47945,2,2,48,11,55,6,11
C47946,2,2,19,0,0,2,15
C47947,4,0,73,13,76,6,23
C47948,3,0,68,0,0,5,4
C47949,1,0,2,2,12,2,98
C47950,2,1,50,0,0,7,21
C47951,2,0,44,6,32,3,11
C47952,3,0,87,6,27,8,23
C47953,2,2,69,18,94,6,63
C47954,3,1,50,4,24,7,99
C47955,2,1,53,2,5,4,6
C47956,1,1,2,0,0,1,12
C47957,2,2,116,10,45,6,35
C47958,3,0,114,12,80,7,12
C47959,1,2,50,0,0,1,3
C47960,4,2,193,23,120,7,2
C47961,1,0,2,0,0,4,43
C47962,4,2,132,9,46,8,40
C47963,1,0,55,5,22,3,21
C47964,2,1,78,20,108,7,0
C47965,2,0,2,2,12,5,94
C47966,3,0,47,4,22,7,53
C47967,3,2,110,0,0,8,49
C47968,4,2,164,0,0,7,58
C47969,3,2,89,0,0,4,5
C47970,4,0,88,0,0,4,73
C47971,2,2,112,0,0,7,35
C47972,1,0,16,14,71,4,41
C47973,2,1,97,0,0,7,17
C47974,2,1,87,9,46,6,64
C47975,1,1,37,7,31,5,15
C47976,1,2,20,3,29,4,0
C47977,4,2,140,0,0,5,56
C47978,4,2,94,7,58,9,88
C47979,2,1,51,19,100,3,23
C47980,2,0,73,7,37,3,6
C47981,2,0,80,9,55,3,79
C47982,1,0,17,4,21,6,57
C47983,1,0,44,1,1,5,22
C47984,2,0,63,12,70,6,65
C47985,4,0,178,10,55,9,51
C47986,1,0,45,16,88,6,27
C47987,2,2,56,8,52,4,7
C47988,4,2,140,13,83,5,36
C47989,4,2,182,0,0,7,16
C47990,1,2,56,23,145,5,22
C47991,4,0,113,24,144,5,6
C47992,3,0,140,2,12,4,9
C47993,1,2,4,1,4,5,83
C47994,4,1,130,7,42,8,60
C47995,1,0,53,0,0,2,12
C47996,2,1,81,0,0,5,77
C47997,2,2,105,3,8,3,48
C47998,4,0,61,0,0,6,54
C47999,4,1,157,0,0,4,50
C48000,4,0,129,2,6,4,90
C48001,3,2,77,18,105,3,11
C48002,1,2,48,0,0,2,77
C48003,3,2,110,12,61,3,3
C48004,2,1,48,0,0,2,45
C48005,2,2,107,10,64,2,43
C48006,1,0,27,11,64,6,95
C48007,1,0,28,8,29,5,3
C48008,4,0,143,12,72,8,35
C48009,3,0,101,0,0,4,38
C48010,3,2,48,0,0,7,41
C48011,1,0,28,4,21,4,50
C48012,3,0,63,0,0,4,75
C48013,2,2,43,15,94,5,4
C48014,4,1,151,9,35,8,52
C48015,3,2,73,7,38,5,98
C48016,2,0,40,22,152,7,14
C48017,4,0,185,14,59,4,36
C48018,1,0,59,0,0,1,17
C48019,1,1,55,21,107,4,94
C48020,3,1,50,2,18,3,89
C48021,2,0,90,0,0,5,6
C48022,4,1,158,0,0,4,58
C48023,3,1,119,7,38,7,33
C48024,2,1,37,1,3,4,55
C48025,3,1,76,0,0,5,50
C48026,1,0,49,0,0,4,82
C48027,4,2,151,8,47,5,30
C48028,2,0,78,1,6,6,60
C48029,3,0,96,0,0,5,23
C48030,4,2,132,0,0,5,99
C48031,2,1,74,0,0,2,30
C48032,3,1,92,4,22,7,17
C48033,3,1,123,0,0,6,47
C48034,4,2,197,14,75,9,79
C48035,3,0,99,0,0,7,95
C48036,3,0,100,0,0,7,16
C48037,1,1,48,0,0,4,90
C48038,2,1,52,0,0,4,30
C48039,1,1,49,3,20,4,5
C48040,2,0,93,0,0,7,9
C48041,3,0,150,0,0,4,39
C48042,2,1,92,5,26,5,2
C48043,4,1,111,16,97,4,68
C48044,4,2,178,0,0,4,59
C48045,3,0,32,1,1,3,66
C48046,3,2,118,4,22,3,56
C48047,2,0,85,5,41,4,54
C48048,2,0,85,7,50,2,92
C48049,1,2,9,0,0,2,17
C48050,3,1,86,10,45,6,28
C48051,1,2,18,0,0,3,3
C48052,2,1,50,9,44,3,54
C48053,1,0,8,6,35,6,77
C48054,1,0,32,12,48,5,95
C48055,1,0,14,6,31,4,48
C48056,2,1,85,0,0,2,59
C48057,1,2,5,0,0,3,87
C48058,3,1,70,0,0,4,52
C48059,2,1,73,0,0,7,5
C48060,1,1,21,8,35,5,94
C48061,3,1,68,0,0,3,25
C48062,4,0,98,0,0,6,95
C48063,2,1,48,7,48,4,34
C48064,2,0,46,0,0,3,77
C48065,1,0,11,0,0,5,8
C48066,2,2,70,10,63,7,16
C48067,2,1,62,0,0,7,67
C48068,2,0,55,0,0,7,28
C48069,3,0,25,0,0,3,65
C48070,1,1,5,4,23,4,0
C48071,3,0,124,2,12,7,55
C48072,2,2,42,0,0,7,17
C48073,3,2,62,0,0,4,58
C48074,2,2,73,14,74,7,85
C48075,3,2,70,0,0,8,33
C48076,4,0,55,0,0,4,5
C48077,1,2,34,5,28,1,42
C48078,4,2,132,0,0,7,31
C48079,4,0,108,7,42,8,49
C48080,3,2,100,1,4,4,34
C48081,2,2,76,7,30,5,46
C48082,4,0,111,14,91,5,41
C48083,3,2,67,7,39,4,74
C48084,1,1,57,0,0,3,55
C48085,1,1,36,0,0,2,18
C48086,4,0,87,3,10,9,5
C48087,2,0,7,0,0,6,18
C48088,3,1,91,0,0,4,21
C48089,4,2,101,5,34,6,84
C48090,1,2,5,0,0,4,91
C48091,4,0,92,17,101,4,93
C48092,3,2,26,0,0,7,9
C48093,4,2,120,0,0,9,46
C48094,3,2,146,7,29,3,25
C48095,3,2,48,8,44,6,4
C48096,2,1,48,0,0,3,35
C48097,1,2,12,0,0,3,6
C48098,4,2,127,21,106,4,63
C48099,2,1,85,15,97,2,86
C48100,4,2,103,0,0,4,2
C48101,1,2,20,0,0,1,4
C48102,2,1,107,5,18,6,64
C48103,1,2,57,0,0,6,59
C48104,2,1,29,12,58,3,12
C48105,4,1,119,13,54,9,84
C48106,2,2,77,3,22,6,47
C48107,3,1,80,7,40,3,10
C48108,1,1,49,10,37,2,85
C48109,1,0,3,0,0,1,7
C48110,2,1,45,7,43,2,11
C48111,2,0,31,0,0,7,79
C48112,2,1,68,2,13,3,31
C48113,3,0,69,5,30,6,91
C48114,4,0,137,11,74,9,27
C48115,1,1,9,0,0,4,71
C48116,2,0,44,0,0,4,55
C48117,3,0,118,20,113,3,34
C48118,2,1,64,11,47,6,97
C48119,1,1,30,11,59,2,31
C48120,4,2,176,0,0,9,2
C48121,1,0,15,6,41,6,59
C48122,2,1,63,19,102,5,53
C48123,1,2,26,2,12,2,84
C48124,2,2,22,11,77,5,44
C48125,4,1,166,3,13,5,72
C48126,2,0,86,9,67,7,6
C48127,2,1,73,0,0,7,94
C48128,2,0,95,10,54,4,85
C48129,3,0,110,0,0,4,23
C48130,1,1,32,0,0,5,69
C48131,2,2,106,14,91,2,50
C48132,2,0,74,0,0,2,61
C48133,2,0,20,12,69,4,16
C48134,4,2,88,0,0,4,0
C48135,3,0,103,1,10,4,14
C48136,3,1,41,21,98,5,93
C48137,2,1,26,2,7,2,23
C48138,1,0,13,0,0,5,95
C48139,1,2,6,1,2,2,53
C48140,3,0,104,0,0,3,89
C48141,3,1,64,0,0,8,31
C48142,1,2,29,4,22,5,50
C48143,4,1,141,0,0,5,32
C48144,2,0,8,5,17,7,40
C48145,2,1,60,8,46,4,67
C48146,2,0,58,0,0,6,2
C48147,1,0,57,9,38,5,17
C48148,3,1,23,7,34,5,71
C48149,3,0,76,1,2,7,2
C48150,3,2,107,24,136,6,8
C48151,3,2,74,0,0,8,45
C48152,3,1,111,0,0,7,97
C48153,4,2,150,2,10,8,19
C48154,4,1,79,4,18,7,22
C48155,3,0,94,1,3,3,22
C48156,3,2,68,7,35,7,50
C48157,1,2,33,6,29,4,35
C48158,3,1,98,7,38,8,31
C48159,1,0,14,0,0,1,56
C48160,3,0,45,5,26,4,2
C48161,3,2,77,0,0,7,43
C48162,4,0,122,0,0,7,92
C48163,3,1,144,4,25,5,4
C48164,4,2,160,3,13,9,69
C48165,4,2,150,5,30,8,30
C48166,2,1,73,3,20,4,97
C48167,3,2,62,5,24,5,49
C48168,3,0,58,0,0,5,84
C48169,1,0,7,2,8,4,82
C48170,2,2,83,0,0,3,39
C48171,2,0,78,11,70,3,24
C48172,1,2,18,12,59,3,55
C48173,3,0,91,3,18,6,44
C48174,2,1,98,0,0,7,21
C48175,2,1,47,0,0,6,46
C48176,2,0,19,0,0,2,76
C48177,1,1,35,0,0,4,13
C48178,1,1,30,0,0,6,14
C48179,2,0,73,12,72,6,58
C48180,1,0,53,0,0,6,41
C48181,4,1,102,18,104,4,98
C48182,4,1,185,5,37,4,58
C48183,1,0,35,0,0,6,21
C48184,4,0,111,0,0,5,8
C48185,4,2,134,1,9,9,44
C48186,2,0,60,1,5,4,45
C48187,2,0,39,0,0,4,93
C48188,1,1,26,0,0,3,20
C48189,4,2,167,0,0,8,47
C48190,3,0,77,6,38,6,35
C48191,4,2,107,3,21,9,29
C48192,2,0,62,9,48,2,55
C48193,1,1,51,1,8,5,27
C48194,2,2,88,6,34,5,93
C48195,1,0,28,24,131,4,96
C48196,2,0,30,7,45,6,45
C48197,1,1,30,12,75,4,83
C48198,1,1,32,0,0,6,67
C48199,1,1,16,0,0,1,82
C48200,1,2,18,16,105,6,72
C48201,3,2,94,11,73,5,93
C48202,4,2,87,11,65,9,36
C48203,2,0,31,7,42,5,2
C48204,4,1,146,14,82,4,14
C48205,4,2,81,0,0,5,67
C48206,2,2,50,0,0,7,14
C48207,1,1,3,1,8,6,42
C48208,4,0,145,11,63,9,0
C48209,1,1,52,6,44,3,15
C48210,3,1,77,0,0,7,71
C48211,4,0,105,2,9,9,86
C48212,2,2,61,3,17,4,65
C48213,1,2,50,0,0,3,11
C48214,1,2,33,0,0,5,90
C48215,2,2,49,1,5,2,15
C48216,4,2,34,21,124,9,66
C48217,4,0,103,11,53,8,49
C48218,1,0,8,1,4,5,5
C48219,3,0,95,12,67,7,3
C48220,3,1,136,0,0,6,18
C48221,3,1,80,12,62,3,18
C48222,4,0,160,7,50,6,16
C48223,4,1,94,0,0,9,88
C48224,4,1,110,0,0,6,0
C48225,3,2,53,2,10,3,2
C48226,4,0,97,5,30,5,86
C48227,3,2,90,8,31,4,55
C48228,1,2,33,0,0,3,21
C48229,4,0,132,0,0,6,10
C48230,1,0,5,0,0,6,8
C48231,3,0,88,0,0,5,8
C48232,3,0,89,3,24,3,93
C48233,4,1,79,7,51,7,76
C48234,4,1,96,23,122,9,82
C48235,3,2,100,6,35,3,33
C48236,1,0,27,0,0,3,87
C48237,1,2,46,5,39,2,17
C48238,1,1,52,10,39,4,53
C48239,2,0,60,0,0,3,57
C48240,4,1,145,6,33,4,71
C48241,1,2,45,7,49,4,0
C48242,1,2,1,0,0,1,36
C48243,1,1,6,1,2,3,39
C48244,3,1,98,23,144,4,79
C48245,4,1,122,6,47,9,95
C48246,2,0,93,0,0,2,93
C48247,1,1,31,9,63,3,23
C48248,1,2,8,0,0,4,26
C48249,3,0,71,12,62,7,56
C48250,3,2,110,15,83,3,97
C48251,4,2,121,2,16,6,8
C48252,4,0,189,10,64,8,0
C48253,4,1,123,0,0,4,8
C48254,1,2,58,0,0,6,92
C48255,1,1,7,0,0,2,50
C48256,3,1,113,0,0,6,49
C48257,4,1,127,12,76,8,88
C48258,3,2,66,0,0,5,27
C48259,4,2,109,9,46,5,5
C48260,2,2,74,0,0,4,37
C48261,3,1,76,3,15,6,89
C48262,1,0,4,0,0,1,41
C48263,3,1,113,4,17,6,84
C48264,3,2,89,0,0,4,18
C48265,2,2,92,3,14,3,53
C48266,4,0,84,9,51,9,63
C48267,4,2,100,0,0,6,89
C48268,3,1,139,0,0,3,98
C48269,3,2,95,1,4,5,15
C48270,4,0,142,10,68,9,37
C48271,3,2,80,1,3,8,17
C48272,4,2,205,4,18,9,15
C48273,1,0,15,14,70,5,4
C48274,3,0,85,12,60,3,68
C48275,1,0,25,0,0,3,70
C48276,2,2,34,17,78,6,59
C48277,2,0,68,4,25,6,88
C48278,2,1,71,5,25,7,1
C48279,2,0,88,0,0,3,31
C48280,3,2,89,0,0,8,76
C48281,1,1,31,0,0,4,80
C48282,2,0,41,9,54,3,27
C48283,1,2,20,7,32,2,23
C48284,2,1,40,6,21,5,27
C48285,4,0,125,20,108,7,1
C48286,1,1,22,0,0,5,15
C48287,4,1,161,4,23,8,8
C48288,1,2,3,3,8,6,38
C48289,3,0,38,13,63,4,56
C48290,3,2,75,10,51,5,22
C48291,3,0,117,11,62,4,0
C48292,2,0,77,1,6,6,4
C48293,3,2,97,0,0,3,33
C48294,1,0,14,9,51,6,6
C48295,3,1,94,11,56,3,84
C48296,2,0,44,3,22,5,93
C48297,1,1,48,10,44,3,39
C48298,3,0,87,19,118,3,75
C48299,3,0,117,0,0,8,26
C48300,2,1,88,7,36,7,10
C48301,4,1,50,1,9,7,65
C48302,2,0,20,8,33,3,15
C48303,1,0,51,15,87,5,67
C48304,3,2,137,0,0,6,57
C48305,2,1,54,12,52,6,22
C48306,4,1,99,10,44,4,6
C48307,3,1,56,0,0,5,90
C48308,4,2,129,7,42,8,35
C48309,2,2,49,0,0,4,11
C48310,4,1,136,0,0,6,39
C48311,2,1,71,6,48,7,13
C48312,3,0,64,5,30,6,21
C48313,1,0,6,4,23,1,78
C48314,1,2,27,9,55,4,10
C48315,1,1,17,0,0,3,98
C48316,2,2,103,7,51,5,52
C48317,1,0,10,0,0,5,14
C48318,1,1,4,4,23,5,25
C48319,3,0,95,8,55,7,20
C48320,3,0,100,0,0,5,4
C48321,3,0,104,20,95,8,11
C48322,2,0,34,0,0,4,5
C48323,4,1,145,8,57,9,1
C48324,2,1,81,5,35,7,52
C48325,2,2,75,6,29,6,10
C48326,2,2,45,0,0,5,60
C48327,2,1,76,6,28,2,22
C48328,1,2,29,5,30,5,33
C48329,3,0,132,0,0,8,67
C48330,3,1,69,1,5,8,24
C48331,2,1,91,3,19,5,12
C48332,1,0,4,1,1,5,59
C48333,1,2,52,1,2,4,35
C48334,3,2,127,1,4,4,70
C48335,1,0,8,7,32,5,1
C48336,3,2,65,7,44,8,2
C48337,3,1,68,5,26,7,18
C48338,1,1,37,12,70,6,39
C48339,2,0,63,20,116,2,53
C48340,3,1,85,2,13,4,22
C48341,1,2,42,0,0,4,0
C48342,3,2,110,9,44,5,95
C48343,1,1,15,2,9,5,67
C48344,1,2,16,0,0,1,29
C48345,1,2,34,19,95,1,41
C48346,1,0,43,0,0,2,29
C48347,3,0,102,0,0,5,65
C48348,4,2,92,3,23,6,25
C48349,1,1,24,0,0,2,3
C48350,2,1,65,15,79,2,88
C48351,4,0,101,22,148,6,78
C48352,1,2,9,0,0,3,29
C48353,1,0,52,0,0,3,20
C48354,2,0,104,0,0,4,51
C48355,1,1,35,7,31,3,5
C48356,4,1,187,0,0,6,38
C48357,3,1,52,2,10,6,19
C48358,4,0,103,10,63,5,6
C48359,2,1,61,0,0,4,68
C48360,2,1,73,12,90,7,30
C48361,3,1,153,4,16,6,16
C48362,4,1,138,0,0,5,94
C48363,3,1,138,1,9,5,48
C48364,1,2,7,0,0,5,25
C48365,4,0,134,5,19,5,66
C48366,3,0,65,0,0,8,96
C48367,1,2,51,7,27,1,66
C48368,2,2,40,2,12,3,45
C48369,4,0,113,5,25,8,55
C48370,1,2,54,0,0,2,91
C48371,2,0,48,0,0,5,27
C48372,3,2,56,0,0,3,52
